,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
297,35,admin.,married,secondary,no,216,yes,yes,cellular,17,nov,70,3,-1,0,unknown,no
298,26,self-employed,married,tertiary,no,479,yes,no,cellular,9,feb,133,3,-1,0,unknown,no
299,57,retired,married,tertiary,no,1458,no,no,telephone,4,may,89,5,-1,0,unknown,no
300,34,management,married,tertiary,no,5399,no,no,cellular,19,aug,227,4,-1,0,unknown,no
301,51,blue-collar,divorced,primary,no,57,yes,yes,cellular,7,may,355,1,-1,0,unknown,no
302,32,management,married,tertiary,no,1230,yes,no,cellular,4,feb,35,3,253,4,failure,no
303,39,blue-collar,divorced,primary,no,3970,yes,no,cellular,18,nov,56,1,-1,0,unknown,no
304,30,housemaid,single,tertiary,no,3185,yes,no,cellular,30,dec,158,3,-1,0,unknown,no
305,32,unemployed,married,secondary,no,0,no,no,cellular,19,nov,303,3,-1,0,unknown,no
306,51,self-employed,married,primary,no,106,yes,no,telephone,6,may,217,1,169,5,failure,no
307,26,student,single,unknown,no,-41,yes,no,unknown,8,may,229,2,-1,0,unknown,no
308,36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
309,40,management,married,secondary,no,4025,yes,no,cellular,15,jul,107,4,-1,0,unknown,no
310,59,blue-collar,married,primary,no,460,no,no,cellular,5,aug,224,1,-1,0,unknown,no
311,25,services,single,secondary,no,402,no,yes,cellular,7,jul,264,1,-1,0,unknown,no
312,32,technician,single,tertiary,no,0,yes,no,unknown,21,may,250,2,-1,0,unknown,no
313,26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
314,44,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,83,2,-1,0,unknown,no
315,29,management,married,tertiary,no,0,yes,no,telephone,15,jul,91,2,-1,0,unknown,no
316,51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown,yes
317,32,technician,single,secondary,no,309,yes,yes,cellular,16,apr,346,1,234,3,failure,no
318,31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no
319,38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,unknown,no
320,34,management,married,secondary,no,243,no,no,cellular,30,jan,417,4,-1,0,unknown,no
321,48,admin.,single,secondary,no,0,no,yes,telephone,21,nov,47,2,-1,0,unknown,no
322,33,management,single,tertiary,no,804,yes,no,cellular,2,jul,226,1,-1,0,unknown,no
323,43,blue-collar,married,secondary,no,-63,yes,no,unknown,12,may,160,4,-1,0,unknown,no
324,43,management,divorced,tertiary,no,3257,yes,no,unknown,27,may,120,2,-1,0,unknown,no
325,41,blue-collar,single,secondary,no,98,no,yes,cellular,21,jul,97,6,-1,0,unknown,no
326,32,technician,married,secondary,no,791,yes,no,unknown,21,may,783,2,-1,0,unknown,yes
327,30,technician,single,tertiary,no,699,yes,no,cellular,11,aug,213,4,-1,0,unknown,no
328,24,admin.,single,tertiary,no,106,no,yes,cellular,15,jun,77,1,-1,0,unknown,no
329,41,services,married,tertiary,no,881,no,no,cellular,30,oct,257,3,-1,0,unknown,yes
330,37,admin.,single,secondary,no,-261,no,yes,cellular,10,jul,259,1,-1,0,unknown,no
331,34,admin.,single,secondary,no,1,yes,no,cellular,22,jul,483,7,-1,0,unknown,no
332,33,blue-collar,married,primary,no,2000,yes,no,telephone,13,may,25,1,-1,0,unknown,no
333,45,blue-collar,married,secondary,no,530,no,yes,unknown,17,jun,705,1,-1,0,unknown,no
334,56,blue-collar,married,unknown,no,982,yes,yes,cellular,7,may,135,2,-1,0,unknown,no
335,54,blue-collar,married,primary,no,2440,no,yes,cellular,17,nov,334,1,-1,0,unknown,no
336,57,blue-collar,married,primary,no,831,no,no,unknown,9,jun,166,3,-1,0,unknown,no
337,27,blue-collar,single,secondary,no,77,no,yes,cellular,7,jul,497,1,-1,0,unknown,no
338,41,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,85,2,-1,0,unknown,no
339,45,admin.,married,unknown,no,13562,yes,no,telephone,20,apr,16,12,-1,0,unknown,no
340,40,management,divorced,tertiary,no,205,no,no,cellular,25,jul,357,1,-1,0,unknown,no
341,38,self-employed,married,tertiary,no,1029,no,no,cellular,29,aug,42,2,-1,0,unknown,no
342,43,blue-collar,married,primary,no,2598,no,no,cellular,5,may,272,2,-1,0,unknown,no
343,57,management,divorced,tertiary,no,429,yes,no,cellular,17,jul,245,1,-1,0,unknown,no
344,36,blue-collar,married,primary,no,0,no,no,unknown,6,jun,149,1,-1,0,unknown,no
345,62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,1,1,8,success,yes
346,38,blue-collar,married,secondary,no,5092,yes,no,unknown,17,jun,145,6,-1,0,unknown,no
347,35,technician,married,secondary,no,14,yes,no,telephone,18,nov,23,1,-1,0,unknown,no
348,25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,353,1,-1,0,unknown,yes
349,30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,unknown,no
350,56,technician,married,secondary,no,150,yes,yes,cellular,11,may,102,6,349,1,failure,no
351,32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,6,-1,0,unknown,yes
352,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,apr,87,2,322,4,failure,no
353,39,blue-collar,married,primary,no,1014,no,no,cellular,30,jul,261,4,-1,0,unknown,no
354,44,blue-collar,married,primary,no,300,yes,no,unknown,13,may,297,3,-1,0,unknown,no
355,28,services,single,secondary,no,387,no,no,cellular,3,feb,158,5,-1,0,unknown,no
356,39,management,married,tertiary,no,151,yes,no,unknown,21,may,692,1,-1,0,unknown,no
357,25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other,no
358,29,blue-collar,married,secondary,no,659,no,no,telephone,19,nov,401,1,-1,0,unknown,no
359,48,services,married,secondary,no,109,no,yes,cellular,20,aug,113,4,-1,0,unknown,no
360,36,blue-collar,married,unknown,no,70,yes,no,unknown,8,may,219,4,-1,0,unknown,no
361,50,management,divorced,secondary,no,2,no,no,cellular,19,nov,208,1,-1,0,unknown,no
362,33,admin.,single,secondary,no,303,no,no,cellular,29,jan,483,2,266,1,failure,no
363,35,admin.,single,tertiary,no,-162,yes,yes,unknown,6,jun,119,1,-1,0,unknown,no
364,42,blue-collar,married,secondary,no,2256,yes,no,unknown,16,jun,315,1,-1,0,unknown,no
365,33,admin.,married,secondary,no,920,no,no,cellular,30,apr,344,1,-1,0,unknown,yes
366,41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown,no
367,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,no
368,35,blue-collar,married,secondary,no,11,no,no,unknown,3,jun,32,3,-1,0,unknown,no
369,26,blue-collar,married,secondary,no,557,yes,yes,unknown,27,may,282,2,-1,0,unknown,no
370,36,technician,single,secondary,no,1832,yes,no,unknown,8,may,154,1,-1,0,unknown,no
371,34,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
372,37,management,married,tertiary,no,89,yes,no,unknown,19,may,162,10,-1,0,unknown,no
373,28,blue-collar,married,secondary,no,228,yes,no,unknown,3,jun,328,9,-1,0,unknown,no
374,41,services,married,unknown,no,5980,yes,no,cellular,31,jul,150,3,-1,0,unknown,no
375,59,retired,divorced,primary,no,20,no,no,cellular,10,jul,298,1,-1,0,unknown,no
376,36,services,single,secondary,no,774,yes,no,cellular,3,feb,231,2,259,1,failure,no
377,58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,53,29,-1,0,unknown,no
378,49,entrepreneur,married,tertiary,no,763,no,no,cellular,21,nov,129,4,-1,0,unknown,no
379,55,retired,married,secondary,no,39,no,no,cellular,27,aug,281,5,-1,0,unknown,no
380,45,blue-collar,married,primary,no,789,no,yes,cellular,29,jan,79,1,-1,0,unknown,no
381,47,management,married,tertiary,no,19,no,no,cellular,25,jul,186,2,-1,0,unknown,no
382,57,self-employed,married,secondary,no,380,no,no,cellular,18,nov,878,2,-1,0,unknown,no
383,29,services,single,secondary,no,31,yes,no,cellular,11,may,82,1,369,3,other,no
384,26,blue-collar,single,secondary,no,199,yes,yes,unknown,12,may,125,1,-1,0,unknown,no
385,33,unemployed,married,secondary,no,-131,yes,yes,unknown,9,may,145,2,-1,0,unknown,no
386,47,services,single,secondary,no,870,yes,no,cellular,9,feb,36,7,-1,0,unknown,no
387,46,technician,married,secondary,no,2045,yes,no,cellular,21,nov,281,2,-1,0,unknown,no
388,32,admin.,married,secondary,no,497,yes,no,unknown,23,may,92,3,-1,0,unknown,no
389,28,admin.,single,secondary,no,89,yes,yes,cellular,6,feb,172,2,-1,0,unknown,no
390,34,technician,married,secondary,no,5553,yes,no,unknown,23,may,258,5,-1,0,unknown,no
391,33,management,married,tertiary,no,9725,yes,no,unknown,26,may,131,4,-1,0,unknown,no
392,41,blue-collar,single,secondary,no,1880,no,yes,cellular,14,may,35,1,356,10,other,no
393,50,technician,married,secondary,no,1130,yes,no,cellular,23,jul,119,2,-1,0,unknown,no
394,30,management,married,tertiary,no,302,yes,yes,unknown,23,may,302,1,-1,0,unknown,no
395,36,admin.,married,secondary,no,0,yes,yes,cellular,11,may,94,1,-1,0,unknown,no
396,55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,no
397,35,blue-collar,single,primary,no,1277,yes,no,cellular,20,apr,143,4,-1,0,unknown,no
398,36,technician,married,tertiary,no,-718,yes,no,unknown,20,jun,11,20,-1,0,unknown,no
399,29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,unknown,no
400,37,management,married,tertiary,no,887,no,no,cellular,13,aug,257,5,-1,0,unknown,no
401,57,unemployed,divorced,secondary,no,79,yes,no,unknown,1,mar,60,1,592,2,failure,no
402,51,self-employed,married,tertiary,no,833,no,no,cellular,31,jul,77,3,-1,0,unknown,no
403,57,retired,married,tertiary,no,815,no,no,cellular,8,aug,385,2,-1,0,unknown,no
404,37,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,214,1,-1,0,unknown,no
405,55,unknown,married,primary,no,2074,no,no,unknown,20,jun,19,4,-1,0,unknown,no
406,39,unemployed,divorced,secondary,no,507,yes,no,unknown,12,may,150,7,-1,0,unknown,no
407,58,retired,married,secondary,no,13189,no,yes,cellular,6,aug,181,2,-1,0,unknown,no
408,48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown,no
409,59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
410,53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,207,1,342,1,failure,no
411,48,services,married,secondary,no,517,no,no,cellular,14,jan,273,1,-1,0,unknown,no
412,47,blue-collar,married,primary,no,-290,yes,no,cellular,15,may,495,1,-1,0,unknown,no
413,33,blue-collar,married,secondary,no,-346,yes,yes,unknown,23,may,29,3,-1,0,unknown,no
414,38,blue-collar,married,secondary,no,35,yes,no,unknown,28,may,130,2,-1,0,unknown,no
415,41,management,married,tertiary,no,0,yes,no,cellular,24,jul,197,1,-1,0,unknown,no
416,35,management,married,tertiary,no,8,yes,no,unknown,23,may,55,4,-1,0,unknown,no
417,59,management,married,tertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
418,39,services,single,secondary,no,1163,yes,no,cellular,7,may,432,3,363,2,other,no
419,33,services,married,secondary,yes,2,no,no,cellular,6,may,136,5,-1,0,unknown,no
420,39,blue-collar,married,primary,no,7304,yes,no,unknown,28,may,216,1,-1,0,unknown,no
421,42,technician,married,secondary,no,-470,yes,yes,cellular,23,jul,185,10,-1,0,unknown,no
422,28,technician,married,secondary,no,487,yes,no,unknown,13,may,176,4,-1,0,unknown,no
423,30,management,single,tertiary,no,443,yes,yes,cellular,12,aug,80,2,-1,0,unknown,no
424,52,admin.,married,primary,no,321,yes,no,unknown,30,may,141,4,-1,0,unknown,no
425,30,services,married,secondary,no,702,yes,no,unknown,21,may,573,1,-1,0,unknown,no
426,53,admin.,married,secondary,no,264,yes,no,cellular,5,feb,159,1,-1,0,unknown,no
427,56,retired,married,secondary,no,344,yes,no,unknown,15,may,221,1,-1,0,unknown,no
428,28,services,married,primary,no,3,yes,no,cellular,14,may,9,1,-1,0,unknown,no
429,29,admin.,married,secondary,no,0,yes,no,unknown,9,may,121,1,-1,0,unknown,no
430,37,unemployed,single,tertiary,no,1706,no,no,unknown,12,jun,542,3,-1,0,unknown,no
431,30,admin.,married,tertiary,no,631,no,no,cellular,13,aug,293,3,-1,0,unknown,no
432,55,services,married,secondary,no,3546,yes,yes,cellular,18,nov,588,1,110,2,failure,no
433,31,management,married,tertiary,no,1514,no,no,cellular,12,aug,284,2,-1,0,unknown,no
434,49,admin.,married,secondary,no,2732,no,no,unknown,12,jun,558,1,-1,0,unknown,no
435,44,management,married,tertiary,no,38,no,no,cellular,22,aug,98,5,-1,0,unknown,no
436,31,blue-collar,married,primary,no,68,yes,no,unknown,8,may,226,1,-1,0,unknown,no
437,76,management,married,unknown,no,1780,yes,no,telephone,23,apr,413,3,-1,0,unknown,yes
438,27,management,single,secondary,no,442,yes,no,unknown,28,may,212,1,-1,0,unknown,no
439,37,blue-collar,married,primary,no,89,yes,no,cellular,2,feb,393,1,245,4,failure,no
440,60,management,married,tertiary,no,5990,yes,no,cellular,6,may,396,3,-1,0,unknown,yes
441,36,technician,married,secondary,no,3832,yes,no,cellular,11,jul,393,1,-1,0,unknown,no
442,34,admin.,single,secondary,no,607,no,no,cellular,26,apr,449,1,326,3,other,no
443,39,technician,single,secondary,no,0,yes,yes,cellular,5,feb,95,4,-1,0,unknown,no
444,57,admin.,married,primary,no,215,yes,yes,cellular,17,jul,210,2,-1,0,unknown,no
445,34,services,single,secondary,no,2,yes,no,cellular,15,may,153,2,-1,0,unknown,yes
446,36,student,single,unknown,no,386,no,no,unknown,18,jun,359,2,-1,0,unknown,no
447,53,technician,divorced,secondary,no,305,no,yes,unknown,17,jun,192,1,-1,0,unknown,no
448,58,admin.,married,secondary,no,3635,no,no,unknown,13,may,273,2,-1,0,unknown,no
449,56,technician,married,secondary,no,147,no,no,cellular,12,apr,203,1,-1,0,unknown,no
450,29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown,no
451,32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,no
452,37,services,married,secondary,no,2132,no,no,unknown,5,jun,232,1,-1,0,unknown,no
453,41,admin.,married,secondary,no,2,yes,no,unknown,19,jun,64,1,-1,0,unknown,no
454,41,management,single,tertiary,no,1278,yes,no,unknown,15,may,344,2,-1,0,unknown,no
455,25,technician,single,secondary,no,945,yes,no,cellular,24,jul,561,4,-1,0,unknown,no
456,53,services,single,secondary,no,725,yes,no,unknown,16,jun,227,4,-1,0,unknown,no
457,41,blue-collar,married,secondary,no,196,yes,no,unknown,13,may,488,1,-1,0,unknown,no
458,32,blue-collar,single,unknown,no,258,yes,no,cellular,18,may,291,2,-1,0,unknown,no
459,43,housemaid,married,primary,no,94,no,no,cellular,23,jul,35,9,-1,0,unknown,no
460,32,technician,single,tertiary,no,0,no,no,cellular,7,aug,268,2,-1,0,unknown,no
461,57,technician,married,secondary,no,29207,yes,no,telephone,21,nov,232,2,-1,0,unknown,no
462,34,blue-collar,married,primary,no,3,yes,no,cellular,13,may,369,2,-1,0,unknown,no
463,38,self-employed,married,secondary,no,746,no,no,unknown,20,jun,256,3,-1,0,unknown,no
464,31,management,single,tertiary,no,457,yes,no,unknown,29,may,38,9,-1,0,unknown,no
465,35,management,divorced,tertiary,no,1723,yes,no,cellular,25,jul,862,1,-1,0,unknown,yes
466,50,blue-collar,married,secondary,no,1553,yes,no,cellular,31,jul,53,2,-1,0,unknown,no
467,44,technician,married,primary,no,4389,no,no,cellular,29,jul,33,1,-1,0,unknown,no
468,33,housemaid,married,secondary,no,230,no,yes,cellular,29,aug,264,2,-1,0,unknown,no
469,26,management,married,tertiary,no,784,yes,yes,cellular,5,may,247,2,358,2,failure,no
470,42,entrepreneur,married,primary,no,319,yes,no,telephone,8,may,17,9,-1,0,unknown,no
471,34,technician,married,secondary,no,-287,yes,yes,unknown,26,may,199,1,-1,0,unknown,no
472,28,services,single,secondary,no,94,yes,no,cellular,16,apr,300,1,-1,0,unknown,no
473,39,admin.,single,secondary,no,35,no,no,unknown,11,jun,242,1,-1,0,unknown,no
474,46,blue-collar,married,secondary,no,450,yes,no,cellular,17,apr,198,1,-1,0,unknown,no
475,37,management,divorced,secondary,no,414,no,no,cellular,20,aug,352,4,-1,0,unknown,no
476,27,blue-collar,single,primary,no,5,yes,no,cellular,18,may,182,1,-1,0,unknown,no
477,43,admin.,married,primary,no,15,yes,no,unknown,13,may,304,2,-1,0,unknown,no
478,40,blue-collar,single,primary,no,-187,yes,no,cellular,5,feb,160,1,-1,0,unknown,no
479,49,blue-collar,married,secondary,no,0,no,yes,telephone,10,jul,564,2,-1,0,unknown,no
480,35,admin.,married,secondary,no,5768,yes,yes,unknown,9,jun,145,1,-1,0,unknown,no
481,30,admin.,single,secondary,no,915,yes,no,unknown,27,apr,370,1,-1,0,unknown,yes
482,52,admin.,married,primary,no,64,no,no,unknown,20,jun,9,5,-1,0,unknown,no
483,41,blue-collar,married,primary,no,262,yes,no,unknown,29,may,159,1,-1,0,unknown,no
484,41,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,2,-1,0,unknown,yes
485,49,admin.,divorced,secondary,no,1320,no,no,cellular,21,nov,129,2,-1,0,unknown,no
486,46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,-1,0,unknown,yes
487,37,technician,single,secondary,no,1211,yes,no,unknown,21,may,795,1,-1,0,unknown,yes
488,46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success,yes
489,51,management,married,tertiary,no,3134,no,no,unknown,19,jun,92,3,-1,0,unknown,no
490,34,admin.,married,secondary,no,1406,yes,no,cellular,27,may,145,1,-1,0,unknown,yes
491,50,blue-collar,married,secondary,yes,0,yes,no,cellular,26,aug,240,5,-1,0,unknown,no
492,36,admin.,married,secondary,no,1207,yes,no,cellular,19,nov,1792,2,-1,0,unknown,yes
493,49,management,divorced,secondary,no,613,no,yes,cellular,28,jan,301,1,-1,0,unknown,no
494,59,management,married,tertiary,no,1726,no,yes,cellular,8,jul,137,3,-1,0,unknown,no
495,43,entrepreneur,married,secondary,no,0,yes,no,unknown,20,jun,113,1,-1,0,unknown,no
496,46,unknown,married,secondary,no,1482,no,no,cellular,19,aug,139,3,-1,0,unknown,no
497,34,management,married,secondary,no,487,yes,no,unknown,8,may,442,2,-1,0,unknown,no
498,33,blue-collar,married,secondary,no,216,yes,yes,cellular,17,apr,118,1,-1,0,unknown,no
499,47,services,married,secondary,no,1474,yes,no,cellular,15,may,77,1,368,3,failure,no
500,36,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,259,3,475,4,success,yes
501,32,technician,single,secondary,no,116,yes,no,cellular,20,aug,718,2,-1,0,unknown,yes
502,44,blue-collar,single,primary,no,343,yes,yes,cellular,18,may,19,7,-1,0,unknown,no
503,19,student,single,primary,no,103,no,no,cellular,18,jan,177,2,95,4,failure,no
504,47,services,married,unknown,no,11,no,no,cellular,8,aug,455,4,-1,0,unknown,no
505,32,services,single,secondary,no,310,yes,no,unknown,6,may,144,1,-1,0,unknown,no
506,38,technician,single,tertiary,no,1314,yes,yes,cellular,16,jul,378,2,-1,0,unknown,no
507,27,services,single,tertiary,yes,-152,yes,yes,cellular,15,may,14,4,-1,0,unknown,no
508,38,blue-collar,married,secondary,no,-388,yes,no,unknown,9,may,412,1,-1,0,unknown,no
509,51,blue-collar,married,primary,no,6343,yes,no,cellular,26,aug,28,20,-1,0,unknown,no
510,38,management,married,tertiary,no,12855,yes,no,unknown,30,may,417,1,-1,0,unknown,no
511,39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,882,2,-1,0,unknown,yes
512,53,housemaid,married,primary,no,70,no,no,cellular,21,aug,77,8,-1,0,unknown,no
513,69,retired,divorced,secondary,no,6850,no,no,telephone,3,sep,2055,1,-1,0,unknown,no
514,35,housemaid,married,secondary,no,14000,no,no,unknown,9,jun,121,2,-1,0,unknown,no
515,40,retired,single,secondary,no,1400,no,no,unknown,20,jun,20,7,-1,0,unknown,no
516,54,management,divorced,tertiary,no,380,no,yes,cellular,10,dec,501,1,188,2,success,no
517,34,management,married,tertiary,no,101,no,no,cellular,8,aug,472,2,-1,0,unknown,no
518,43,admin.,married,secondary,no,5048,no,no,telephone,31,jul,214,3,-1,0,unknown,no
519,29,admin.,single,tertiary,no,41,yes,no,cellular,13,aug,148,2,-1,0,unknown,yes
520,42,admin.,single,secondary,no,283,yes,no,unknown,19,jun,446,1,-1,0,unknown,no
521,31,technician,married,secondary,no,585,yes,no,telephone,11,nov,133,1,-1,0,unknown,no
522,53,retired,married,primary,no,0,no,no,cellular,30,jul,123,1,-1,0,unknown,no
523,53,technician,divorced,secondary,no,392,yes,no,unknown,28,may,59,1,-1,0,unknown,no
524,28,technician,single,secondary,no,390,no,yes,cellular,23,jul,475,2,-1,0,unknown,no
